X,HN,APOE,ID,Treatment,Genotype,Sex,Age,Age_Cat,Diet,Stage,Trial,Distance,Time.freezing,Time.mobile,Object1_head.entries,Object1_head.time,Obj1_RI,Object1_latency.to.first.entry,Object1_time.mobile,Object1_time.immobile,Object1...in.zone.oriented.to.centre,Object1_time.freezing,Object2_head.entries,Object2_head.time,Obj2_RI,Object2_latency.to.first.entry,Object2_time.mobile,Object2_time.immobile,Object2...in.zone.oriented.to.centre,Object2_time.freezing,Object3_head.entries,Object3.headtime,Object3_latency.to.first.entry,Object3...in.zone.oriented.to.centre,Object4_head.entries,Object4.headtime,Object4_latency.to.first.entry,Object4...in.zone.oriented.to.centre,Outerzone_head.entries,Outerzone.headtime,Outerzone.distance,Outerzone_latency.to.first.entry,Outerzone_average.speed,Outerzone_time.mobile,Outerzone_time.immobile,Outerzone_time.freezing,Centerzone_head.entries,Centerzone_head.time,Centerzone_distance,Centerzone_latency.to.first.entry,Centerzone_average.speed,Centerzone_time.mobile,Centerzone_time.immobile,Centerzone.time.freezing,Object1Center...head.time.oriented.towards,Object2Center...head.time.oriented.towards,Total_time,Tracked_time,Percentage_time_center,Percentage_time_outerzone
1126,-1,APOE4,221128-10,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,1,1.936,32.6,27.5,2,1.5,0.46875,0,1.5,0,0.9,0,2,1.7,0.53125,14.6,1.3,0.4,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,16,85.6,1.411,2.2,0.021,18.4,49.2,19.4,3,1.6,0.037,0,0.025,1.5,0,0,NA,NA,60.1,88.5,1.694915254,20.79096045
1127,-1,APOE4,221128-12,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,1,1.896,66.7,34.1,1,0.9,0.6,4.3,0.9,0,0.3,0,1,0.6,0.4,0,0.6,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,6,88.5,1.326,1.7,0.016,21.8,63.2,54.1,4,24.5,0.096,0,0.011,1.5,7.4,3.8,NA,NA,100.8,151.8,0.988142292,14.36100132
1128,-1,APOE4,221128-11,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,1,1.067,77.4,12.8,1,0.5,0.555555556,68,0.5,0,0.5,0,1,0.4,0.444444444,0,0.4,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,113.8,1.029,0.5,0.009,11.7,107.2,77.4,0,0,0,NA,NA,0,0,0,NA,NA,90.2,196.3,0,5.960264901
1129,-1,APOE3,221128-13,E33_M_12month_Control,E33,Male,12,Young,Control,Day2_IdenticalObject,1,1.244,20.9,21.6,3,0.9,1,0.9,0.9,0,0.5,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,108.5,0.983,4.7,0.009,16.8,98.4,20.9,1,3.4,0.139,0,0.033,4.2,0,0,52.4,51,42.5,140.3,2.993585175,11.9743407
1130,-1,APOE3,221128-14,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,1,0.665,66.9,9.6,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,110.4,0.534,1,0.004,8.5,110.4,66.9,1,0.5,0.067,0,0.092,0.7,0,0,NA,NA,76.5,186.5,0.375335121,4.557640751
1131,-1,APOE3,221128-15,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,1,1.071,58.5,15.9,2,0.6,0.2,1.8,0.6,0,0.6,0,2,2.4,0.8,69.2,2.2,0.2,2.4,0,NA,NA,NA,NA,NA,NA,NA,NA,13,103.4,0.939,0,0.008,12.1,103.7,58.5,1,0.4,0,NA,NA,0,0,0,NA,NA,74.4,174.3,0,6.94205393
1132,-1,APOE3,221128-16,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,1,4.488,57.2,41.1,2,1.3,0.433333333,0,1.3,0,1.1,0,3,1.7,0.566666667,32.2,1.7,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,10,109.3,4.24,1.6,0.036,38.4,78.9,57.2,3,1.8,0.112,0,0.079,1.4,0,0,NA,NA,98.3,175.9,0.795906765,21.83058556
1133,-1,APOE3,221128-17,E33_M_6month_Control,E33,Male,6,6 Months,Control,Day2_IdenticalObject,1,2.923,30.2,41.6,2,0.8,0.307692308,0,0.8,0,0.4,0,4,1.8,0.692307692,3.1,1.8,0,1.8,0,NA,NA,NA,NA,NA,NA,NA,NA,17,89.9,2.214,5.3,0.02,34,76.3,30.2,4,5.9,0.378,0,0.109,3.5,0,0,56,32.6,71.8,144,2.430555556,23.61111111
1134,-1,APOE3,221128-18,E33_M_6month_Control,E33,Male,6,6 Months,Control,Day2_IdenticalObject,1,2.548,13.9,50.6,1,0.1,0.043478261,1.1,0.1,0,0.1,0,2,2.2,0.956521739,36.7,2.2,0,2.2,0,NA,NA,NA,NA,NA,NA,NA,NA,14,94.1,2.328,1.9,0.021,43.7,64.9,13.9,1,0.8,0.043,0,0.027,1.6,0,0,NA,NA,64.5,124.1,1.289282836,35.21353747
1135,-1,APOE4,221128-19,E4HN_M_6month_Control,E44,Male,6,6 Months,Control,Day2_IdenticalObject,1,0.632,74.6,12,0,0,0,NA,0,0,0,0,1,0.7,1,0.3,0.7,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,2,114.6,0.473,3.2,0.004,8.8,108,74.6,1,2.8,0.121,0,0.042,2.9,0,0,NA,NA,86.6,194.3,1.492537313,4.529078744
1136,-1,APOE4,221128-20,E4HN_M_6month_Control,E44,Male,6,6 Months,Control,Day2_IdenticalObject,1,1.839,68.8,32.1,2,1.6,1,0.2,1.6,0,1.5,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,110.5,1.604,3.2,0.014,27.1,87.9,68.8,2,2.7,0.111,0,0.039,2.8,0,0,NA,NA,100.9,186.6,1.500535906,14.52304394
1137,-1,APOE4,221128-1,E44_M_12month_Control,E44,Male,12,Young,Control,Day2_IdenticalObject,2,4.214,14.8,67.7,5,7.1,0.44375,1.5,4.2,2.9,2.9,0,5,8.9,0.55625,65.5,6.1,2.8,2.7,0,NA,NA,NA,NA,NA,NA,NA,NA,12,74.8,2.48,2.9,0.035,38.8,32.1,5.5,13,20.7,0.616,0,0.038,10.6,5.7,1.9,13.4,15.3,82.5,94.6,11.205074,41.01479915
1138,-1,APOE4,221128-2,E44_F_12month_Control,E44,Female,12,Young,Control,Day2_IdenticalObject,2,0.947,82.5,13.3,1,0.5,1,0,0.5,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,115,0.843,1.3,0.007,11.9,106.7,82.5,1,0.7,0.029,0,0.029,1,0,0,NA,NA,95.8,202.1,0.494804552,5.888174171
1139,-1,APOE4,221128-3,E44_F_12month_Control,E44,Female,12,Young,Control,Day2_IdenticalObject,2,1.62,59,30.6,1,0.3,0.272727273,1.5,0.3,0,0,0,1,0.8,0.727272727,14.7,0.8,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,7,112.9,1.34,3,0.012,25.2,89.4,59,2,0.7,0.047,0,0.074,0.6,0,0,NA,NA,89.6,174.2,0.344431688,14.46613088
1140,-1,APOE2,221128-4,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,2,5,17.5,73.9,8,10.6,0.512077295,0,8.6,1.9,3.7,0,7,10.1,0.487922705,76.8,10.1,0,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,14,73,2.227,1,0.027,37.2,43.8,16.5,16,19.5,1.595,0,0.098,16.2,0,0.5,NA,NA,91.4,114.2,14.18563923,32.57443082
1141,-1,APOE2,221128-5,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,2,6.003,11.4,81.5,6,10.2,0.428571429,0.7,7,3.2,4.7,0,6,13.6,0.571428571,24,13.6,0,5.5,0,NA,NA,NA,NA,NA,NA,NA,NA,14,57.3,2.528,1.5,0.048,39.5,13.3,5,13,24.7,1.658,0,0.079,17.7,3.2,0,8.8,11.8,92.9,78.7,22.49047014,50.1905972
1142,-1,APOE2,221128-6,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,2,3.997,8.1,77.8,3,3,0.103092784,28.3,3,0,1.6,0,10,26.1,0.896907216,1.3,14.5,11.6,10.5,0,NA,NA,NA,NA,NA,NA,NA,NA,12,56,1.514,3.3,0.03,31.5,18.8,6.7,16,32.5,1.197,0,0.05,14,10.1,0,NA,NA,85.9,81.1,17.26263872,38.84093711
1143,-1,APOE2,221128-7,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,2,3.091,38.7,50,1,1.7,0.515151515,21.1,1.7,0,0.7,0,2,1.6,0.484848485,85.1,1.6,0,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,10,105.6,2.827,0.8,0.025,44.7,68.7,38.7,3,1.1,0,NA,NA,0,0,0,NA,NA,88.7,152.1,0,29.38856016
1144,-1,APOE2,221128-8,E22_M_6month_Control,E22,Male,6,6 Months,Control,Day2_IdenticalObject,2,2.361,44.5,32,2,0.6,1,75.4,0.6,0,0.5,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,12,112.3,2.16,0.7,0.018,30.3,88,44.5,0,0,0.042,0,0.11,0.4,0,0,NA,NA,76.5,163.2,0.245098039,18.56617647
1145,-1,APOE2,221128-9,E22_M_6month_Control,E22,Male,6,6 Months,Control,Day2_IdenticalObject,2,0.33,79.7,8.1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,16,86.7,0.203,1,0.002,4.8,111.9,79.7,1,1.6,0,NA,NA,0,0,0,32.6,41.5,87.8,196.4,0,2.443991853
1146,-1,APOE4,221128-10,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,2,2.227,31.6,27.9,1,0.5,0.294117647,0.8,0.5,0,0.2,0,1,1.2,0.705882353,112.7,1.2,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,19,97.3,1.236,3.5,0.011,18.9,91.9,31.6,4,4.2,0.531,0,0.122,4.3,0,0,NA,NA,59.5,146.7,2.931152011,12.88343558
1147,-1,APOE4,221128-11,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,2,1.1,70,22.4,4,1.9,0.95,0.2,1.9,0,1.7,0,1,0.1,0.05,52.8,0.1,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,9,91.9,0.53,2,0.005,8.3,97.6,70,4,10.8,0.199,33.3,0.03,6.7,0,0,NA,NA,92.4,182.6,3.669222344,4.545454545
1148,-1,APOE4,221128-12,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,2,0.587,91.8,11.6,1,0.5,0.15625,113.2,0.5,0,0.1,0,7,2.7,0.84375,116.9,2.7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,110.1,0.17,6,0.002,3.7,103.8,91.8,2,3.7,0.244,0,0.084,2.9,0,0,NA,NA,103.4,202.2,1.434223541,1.829871414
1149,-1,APOE3,221128-13,E33_M_12month_Control,E33,Male,12,Young,Control,Day2_IdenticalObject,2,3.272,27.1,44,2,1.1,0.407407407,1.9,1.1,0,0.2,0,2,1.6,0.592592593,49.3,1.6,0,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,9,109.9,2.931,4,0.026,37.8,76,27.1,1,3.5,0.106,0,0.029,3.7,0,0,17.6,18.6,71.1,144.6,2.558782849,26.14107884
1150,-1,APOE3,221128-14,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,2,0.914,92.1,7.2,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,118.6,0.685,1.2,0.006,5.7,112.8,92.1,1,0.8,0.106,0,0.123,0.9,0,0,NA,NA,99.3,211.5,0.425531915,2.695035461
1151,-1,APOE3,221128-15,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,2,1.639,36.3,19.1,2,0.7,0.466666667,82.4,0.7,0,0.7,0,1,0.8,0.533333333,78,0.8,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,23,81.8,1.3,2.1,0.011,15.5,100.9,36.3,0,0,0,0,0,0.4,0,0,NA,NA,55.4,153.1,0.261267146,10.12410189
1152,-1,APOE3,221128-16,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,2,2.581,71.4,25.4,2,1.9,1,101.3,1.9,0,1.9,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,114.3,2.488,0,0.021,22.6,94.6,71.4,2,1.7,0,NA,NA,0,0,0,NA,NA,96.8,188.6,0,11.98303287
1153,-1,APOE3,221128-17,E33_M_6month_Control,E33,Male,6,6 Months,Control,Day2_IdenticalObject,2,0.421,60.1,7.5,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,91,0.224,1.4,0.002,6.1,112.5,60.1,1,0.8,0.146,0,0.137,1.1,0,0,98.8,98.6,67.6,179.8,0.611790879,3.392658509
1154,-1,APOE3,221128-18,E33_M_6month_Control,E33,Male,6,6 Months,Control,Day2_IdenticalObject,2,0.244,60,4,1,0.5,1,0.3,0.5,0,0.5,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,104.3,0.138,1.8,0.001,2.2,116,60,1,1.2,0.066,0,0.049,1.3,0,0,NA,NA,64,179.5,0.724233983,1.225626741
1155,-1,APOE4,221128-20,E4HN_M_6month_Control,E44,Male,6,6 Months,Control,Day2_IdenticalObject,2,0.539,79.2,8.7,0,0,0,NA,0,0,0,0,1,0.3,1,0.4,0.3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,17,91.5,0.336,5.4,0.003,3.5,108.2,79.2,2,3.1,0.123,0,0.031,4,0,0,NA,NA,87.9,194.9,2.052334531,1.795792714
1156,-1,APOE4,221128-19,E4HN_M_6month_Control,E44,Male,6,6 Months,Control,Day2_IdenticalObject,2,0.36,79.5,6.8,0,0,0,NA,0,0,0,0,1,0.2,1,0,0.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,109.6,0.2,2.6,0.002,4.2,113.2,79.5,1,1.7,0.082,0,0.038,2.1,0,0,NA,NA,86.3,199,1.055276382,2.110552764
1157,-1,APOE4,221128-1,E44_M_12month_Control,E44,Male,12,Young,Control,Day2_IdenticalObject,3,4.563,25,68.7,3,7.2,0.349514563,22.2,1.5,5.7,1.6,1.7,11,13.4,0.650485437,1.6,7.6,5.8,5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,12,67.2,2.731,3.3,0.042,41.6,23,13.1,12,20.6,0.575,0,0.02,11.1,17.7,6.2,7.5,10.6,93.7,112.7,9.849157054,36.91215617
1158,-1,APOE4,221128-2,E44_F_12month_Control,E44,Female,12,Young,Control,Day2_IdenticalObject,3,0.856,76.7,11.3,1,0.5,1,0.8,0.5,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,114,0.827,1.7,0.007,9.6,108.7,76.7,0,0,0,NA,NA,0,0,0,NA,NA,88,195,0,4.923076923
1159,-1,APOE4,221128-3,E44_F_12month_Control,E44,Female,12,Young,Control,Day2_IdenticalObject,3,2.208,51.3,27.4,0,0,0,NA,0,0,0,0,1,0.6,1,52.7,0.6,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,9,112.4,2.126,1.1,0.018,26.3,92.6,51.3,1,0.4,0.04,0,0.058,0.7,0,0,NA,NA,78.7,170.9,0.409596255,15.38911644
1160,-1,APOE2,221128-4,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,3,2.434,32.4,47,2,9.9,0.818181818,53.8,3.1,6.8,5.3,1.2,4,2.2,0.181818182,22.6,0,2.2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8,91.6,1.672,3.1,0.019,31.3,58,28.8,5,14.5,0.46,0,0.044,10.4,0,0,NA,NA,79.4,128.5,8.093385214,24.35797665
1161,-1,APOE2,221128-6,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,3,3.554,23.4,74.1,7,9.6,0.484848485,21.8,5.8,3.7,1.2,2,5,10.2,0.515151515,41.5,10.2,0,1.5,0,NA,NA,NA,NA,NA,NA,NA,NA,16,52.5,1.355,1.4,0.032,27.9,14.2,4.3,10,18,0.723,41,0.073,8.7,1.2,0,NA,NA,97.5,56.3,15.45293073,49.55595027
1162,-1,APOE2,221128-7,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,3,1.933,58.9,29,0,0,0,NA,0,0,0,0,2,1.4,1,1.4,1.4,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,8,110.5,1.518,2.8,0.013,24.7,91,58.9,2,2.5,0.159,0,0.065,2.4,0,0,NA,NA,87.9,177,1.355932203,13.95480226
1163,-1,APOE2,221128-5,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_IdenticalObject,3,3.982,23.2,71.5,4,6.5,0.445205479,63,2.3,4.2,4.8,0,5,8.1,0.554794521,17.7,8.1,0,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,17,78.7,2.161,0,0.024,44.5,44.3,23.2,4,14,1.004,45.9,0.072,9.8,4.2,0,16.5,15.9,94.7,126,7.777777778,35.31746032
1164,-1,APOE2,221128-8,E22_M_6month_Control,E22,Male,6,6 Months,Control,Day2_IdenticalObject,3,0.88,70.3,14.5,1,1.7,1,86.9,1.7,0,0.7,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14,103.6,0.605,1.8,0.005,10,105.3,70.3,2,2.3,0.086,0,0.059,1.5,0,0,NA,NA,84.8,187.1,0.801710315,5.344735436
1165,-1,APOE2,221128-9,E22_M_6month_Control,E22,Male,6,6 Months,Control,Day2_IdenticalObject,3,0.246,82.2,7.9,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,114.3,0.142,1.1,0.001,6.8,112.1,82.2,0,0,0.035,0,0.075,0.5,0,0,74.7,89.6,90.1,201.6,0.248015873,3.373015873
1166,-1,APOE4,221128-10,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,3,2.07,47.4,33.7,1,0.5,1,87.7,0.5,0,0.5,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10,106.1,1.379,3.9,0.013,23,86.3,47.4,2,2.6,0.131,0,0.052,2.5,0,0,NA,NA,81.1,159.2,1.570351759,14.44723618
1167,-1,APOE4,221128-11,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,3,0.267,98.6,3.7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,6,111,0.124,1.6,0.001,2.1,116.3,98.6,1,0.7,0.097,0,0.091,1.1,0,0,NA,NA,102.3,218.1,0.5043558,0.962861073
1168,-1,APOE4,221128-12,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_IdenticalObject,3,0.79,97.9,13.4,2,1.8,1,0,1.8,0,0.2,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4,113.5,0.442,2.1,0.004,7.9,106.6,97.9,3,2.3,0.087,0,0.064,1.4,0,0,NA,NA,111.3,213.8,0.654817587,3.695042095
1169,-1,APOE3,221128-13,E33_M_12month_Control,E33,Male,12,Young,Control,Day2_IdenticalObject,3,0.884,36.4,18.5,1,1.1,0.647058824,0,1.1,0,0.5,0,1,0.6,0.352941176,53.4,0.6,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,14,95.5,0.542,3,0.005,12.1,101.5,36.4,3,3.9,0.117,0,0.038,3.1,0,0,63.6,59.2,54.9,153.1,2.024820379,7.903331156
1170,-1,APOE3,221128-14,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,3,0.245,107.6,2.9,1,0.8,1,0,0.8,0,0.3,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,118.1,0.061,2.4,0.001,0.5,117.1,107.6,1,1.6,0.108,0,0.059,1.8,0,0,NA,NA,110.5,227,0.792951542,0.220264317
1171,-1,APOE3,221128-15,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,3,0.212,85,6.8,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,18,60.7,0.032,6.6,0,0.2,111.4,85,1,0.3,0,NA,NA,0,0,0,NA,NA,91.8,196.6,0,0.1017294
1172,-1,APOE3,221128-16,E33_F_6month_Control,E33,Female,6,6 Months,Control,Day2_IdenticalObject,3,1.271,95.1,14.1,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,20,110,1.196,0.6,0.01,13.4,105.9,95.1,0,0,0,0,0,0.2,0,0,NA,NA,109.2,214.6,0.093196645,6.24417521
1173,-1,APOE3,221128-17,E33_M_6month_Control,E33,Male,6,6 Months,Control,Day2_IdenticalObject,3,2.535,27.1,39.7,1,0.5,0.192307692,8.4,0.5,0,0.5,0,4,2.1,0.807692308,87.4,2.1,0,2.1,0,NA,NA,NA,NA,NA,NA,NA,NA,31,87.7,1.909,1,0.018,28.3,80.3,27.1,3,7,0.232,0,0.039,6,0,0,48.6,53.6,66.8,141.7,4.234297812,19.97177135
1174,-1,APOE3,221128-18,E33_M_6month_Control,E33,Male,6,6 Months,Control,Day2_IdenticalObject,3,1.207,33.7,24,1,0.4,0.363636364,61.8,0.4,0,0.4,0,1,0.7,0.636363636,87.7,0.7,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,11,111.9,0.986,1.8,0.008,21,96,33.7,2,1.1,0.166,0,0.143,1.2,0,0,NA,NA,57.7,151.9,0.789993417,13.82488479
1175,-1,APOE4,221128-19,E4HN_M_6month_Control,E44,Male,6,6 Months,Control,Day2_IdenticalObject,3,0.316,105.4,6.7,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,114.5,0.212,6.9,0.002,4.4,108.8,105.4,1,4,0.034,0,0.006,0.8,4.5,0,NA,NA,112.1,223.9,0.357302367,1.965163019
1176,-1,APOE4,221128-20,E4HN_M_6month_Control,E44,Male,6,6 Months,Control,Day2_IdenticalObject,3,0.582,97,12.4,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,8,113.2,0.471,4.1,0.004,8.3,107.6,97,1,1.9,0.073,0,0.029,2.5,0,0,NA,NA,109.4,215.4,1.160631383,3.853296193
1177,-1,APOE4,221128-1,E44_M_12month_Control,E44,Male,12,Young,Control,Day2_ShortTermMemory,1,1.079,74.5,17.9,0,0,0,NA,0,0,0,0,1,0.5,1,1.4,0.5,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,3,111.5,0.453,5.4,0.004,7.1,102.1,74.5,2,5.4,0.324,0,0.048,6.8,0,0,6.4,1.9,92.4,190.5,3.569553806,3.727034121
1178,-1,APOE4,221128-2,E44_F_12month_Control,E44,Female,12,Young,Control,Day2_ShortTermMemory,1,2.125,71.3,25.2,1,13,1,56.2,13,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,105.2,1.439,2.5,0.013,13.3,94.8,71.3,1,0.7,0.627,0,0.056,11.2,0,0,NA,NA,96.5,190.6,5.876180483,6.977964323
1179,-1,APOE4,221128-3,E44_F_12month_Control,E44,Female,12,Young,Control,Day2_ShortTermMemory,1,2.911,54.1,43.3,2,0.8,0.380952381,69.3,0.8,0,0.3,0,2,1.3,0.619047619,15.9,1.3,0,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,4,112.5,2.241,2.5,0.02,35.8,76.7,54.1,3,5.1,0.361,0,0.064,5.7,0,0,NA,NA,97.4,172.3,3.308183401,20.77771329
1180,-1,APOE2,221128-4,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_ShortTermMemory,1,1.354,102.4,10.4,3,0.9,1,51.1,0.9,0,0.7,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,115.7,0.939,0,0.008,5.8,109.6,102.4,1,3.6,0.182,50.4,0.046,4,0,0,NA,NA,112.8,221.8,1.80342651,2.61496844
1181,-1,APOE2,221128-5,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_ShortTermMemory,1,1.758,81.2,26.2,0,0,0,NA,0,0,0,0,3,1.5,1,0,1.5,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,2,116.1,1.485,1.4,0.013,22.7,93.8,81.2,1,0.8,0.062,0,0.053,1.2,0,0,2,2.1,107.4,198.9,0.60331825,11.41277024
1182,-1,APOE2,221128-6,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_ShortTermMemory,1,2.729,36.2,43.2,3,3.7,0.362745098,55.6,3.7,0,0.9,0,4,6.5,0.637254902,91.5,4.4,2.1,1.3,0,NA,NA,NA,NA,NA,NA,NA,NA,23,70.4,1.625,2.1,0.021,24.4,51.6,24.9,6,9,0.513,0,0.045,11.4,0,0,NA,NA,79.4,112.3,10.15138023,21.72751558
1183,-1,APOE2,221128-7,E22_F_6month_Control,E22,Female,6,6 Months,Control,Day2_ShortTermMemory,1,1.609,70.8,25.2,0,0,0,NA,0,0,0,0,2,1.6,1,3.6,1.6,0,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,6,112.7,1.364,0.5,0.012,22.1,94.8,70.8,1,0.6,0,NA,NA,0,0,0,NA,NA,96,187.7,0,11.77410762
1184,-1,APOE2,221128-8,E22_M_6month_Control,E22,Male,6,6 Months,Control,Day2_ShortTermMemory,1,0.909,105.6,7.7,1,0.4,0.5,0,0.4,0,0.2,0,1,0.4,0.5,7.9,0.4,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,2,117.1,0.687,2.1,0.006,5.6,112.3,105.6,1,1.6,0.175,0,0.099,1.8,0,0,NA,NA,113.3,225.3,0.798934754,2.485574789
1185,-1,APOE2,221128-9,E22_M_6month_Control,E22,Male,6,6 Months,Control,Day2_ShortTermMemory,1,1.46,65.6,17.4,1,0.1,1,64.8,0.1,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,13,107.1,0.537,1.7,0.005,11.3,102.5,65.6,2,2.1,0.308,0,0.1,3.1,0,0,78.4,67.6,83,182.5,1.698630137,6.191780822
1186,-1,APOE4,221128-10,E44_M_12month_HFD,E44,Male,12,Young,HFD,Day2_ShortTermMemory,1,6.452,35.4,50.2,5,2,0.64516129,18.6,1.4,0.6,1.3,0,3,1.1,0.35483871,61,1.1,0,0.7,0,NA,NA,NA,NA,NA,NA,NA,NA,19,90.4,3.47,3.3,0.043,32.4,49.2,19.4,4,6,1.095,0,0.125,8.7,0,0.6,NA,NA,85.6,110.3,7.887579329,29.37443336
